"CAMIS","DBA","BORO","BUILDING","STREET","ZIPCODE","PHONE","CUISINE DESCRIPTION","INSPECTION DATE","ACTION","VIOLATION CODE","VIOLATION DESCRIPTION","CRITICAL FLAG","SCORE","GRADE","GRADE DATE","RECORD DATE","INSPECTION TYPE","Latitude","Longitude","Community Board","Council District","Census Tract","BIN","BBL","NTA","Location"
"50145148","SABOR Y PASION EN LA COCINA","Manhattan","1552","SAINT NICHOLAS AVENUE","10040","6466495032","Latin American","01/28/2025","Violations were cited in the following area(s).","20-06","Current letter grade or Grade Pending card not posted","Not Critical",,,,"04/20/2026","Administrative Miscellaneous / Compliance Inspection","40.8534085512","-73.93072217595","112","10","026900","1063808","1021580007","MN35","POINT (-73.930722175947 40.853408551203)"
"50086309","SAMBAK SAMBABJIP","Queens","41-11","150 STREET","11355","7184611212","Korean","10/03/2025","Violations were cited in the following area(s).","10B","Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.","Not Critical","27","B","10/03/2025","04/20/2026","Cycle Inspection / Re-inspection","40.76229825233","-73.81377155207","407","20","116700","4114917","4050580016","QN51","POINT (-73.813771552072 40.762298252328)"
"50121035","787 COFFEE","Bronx","2430","3 AVENUE","10454","6466433458","Coffee/Tea","07/29/2024","Violations were cited in the following area(s).","08A","Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.","Not Critical","12","A","07/29/2024","04/20/2026","Cycle Inspection / Re-inspection","40.80875135082","-73.93025588011","201","08","001900",,"2","BX39","POINT (-73.930255880112 40.808751350819)"
"50124798","TEN THOUSAND","Manhattan","14","WALL STREET","10005","9293075744","Coffee/Tea","07/25/2025","Violations were cited in the following area(s).","10B","Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.","Not Critical","7","A","07/25/2025","04/20/2026","Cycle Inspection / Initial Inspection","40.70733944656","-74.01099730882","101","01","000700","1001025","1000460009","MN25","POINT (-74.010997308824 40.70733944656)"
"50095899","OMAKASE ROOM BY MAASER","Manhattan","321","BLEECKER STREET","10014","2127290636","Japanese","04/08/2026","Violations were cited in the following area(s).","10D","Mechanical or natural ventilation not provided, inadequate, improperly installed, in disrepair or fails to prevent and control excessive build-up of grease, heat, steam condensation, vapors, odors, smoke or fumes.","Not Critical","2","A","04/08/2026","04/20/2026","Cycle Inspection / Initial Inspection","40.73311601231","-74.0040953731","102","03","007300","1010192","1005910040","MN23","POINT (-74.004095373096 40.733116012306)"
"50018654","CHIKURIN","Brooklyn","1777","OCEAN AVENUE","11230","7183381818","Japanese","02/14/2023","Violations were cited in the following area(s).","08A","Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.","Not Critical","28",,,"04/20/2026","Cycle Inspection / Initial Inspection","40.61894383414","-73.95510028731","314","45","076000","3209144","3076380006","BK43","POINT (-73.955100287306 40.618943834141)"
"50013726","BROTHER PIZZA","Staten Island","750","PORT RICHMOND AVENUE","10302","7184422332","Pizza","08/30/2021","Violations were cited in the following area(s).","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Critical","22",,,"04/20/2026","Cycle Inspection / Initial Inspection","40.62539479805","-74.14391642977","501","49","024700","5026365","5011390008","SI28","POINT (-74.143916429771 40.62539479805)"
"50108882","OITA","Brooklyn","833","UNION STREET","11215","9177326532","Japanese","04/24/2024","Violations were cited in the following area(s).","10G","Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.","Not Critical","30",,,"04/20/2026","Cycle Inspection / Initial Inspection","40.67486140214","-73.97647315395","306","39","015900","3019878","3009540055","BK37","POINT (-73.976473153946 40.674861402137)"
"50132225","Boondee Moo Ka T","Queens","168-11","UNION TURNPIKE","11366","9174561088","Thai","03/24/2023","Violations were cited in the following area(s).","28-03","Lighting fixture located over, by or within food storage, preparation, service or display facility, and facility where utensils and equipment are cleaned and stored, which may shatter due to extreme heat, temperature changes or accidental contact; not fitted with shatterproof bulb or shielded and encased, with end caps or other device.","Not Critical",,,,"04/20/2026","Administrative Miscellaneous / Initial Inspection","40.72300293072","-73.80001010747","408","24","124100","4151767","4070040001","QN38","POINT (-73.800010107474 40.72300293072)"
"50145971","LE SIA","Manhattan","651","9 AVENUE","10036","6465595220","Chinese","01/17/2026","Violations were cited in the following area(s).","19-10","Failure to display required signage about plastic straw availability","Not Critical",,,,"04/20/2026","Administrative Miscellaneous / Initial Inspection","40.76064843748","-73.99101892833","104","03","012100","1083775","1010550031","MN15","POINT (-73.991018928325 40.760648437484)"
"50144952","EL ENCEBOLLADO DE VICTOR 2","Queens","92-01","ROOSEVELT AVENUE","11372","9292768720","Latin American","05/08/2025","Violations were cited in the following area(s).","05D","No hand washing facility in or adjacent to toilet room or within 25 feet of a food preparation, food service or ware washing area. Hand washing facility not accessible, obstructed or used for non-hand washing purposes. No hot and cold running water or water at inadequate pressure. No soap or acceptable hand-drying device.","Critical","55",,,"04/20/2026","Cycle Inspection / Initial Inspection","40.74862676556","-73.87453675857","403","21","027500","4036463","4014800045","QN28","POINT (-73.874536758573 40.748626765557)"
"50064236","DAIGO HAND ROLL BAR","Brooklyn","445","GOLD STREET","11201","9175471157","Japanese","10/21/2024","Violations were cited in the following area(s).","10F","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","11","A","10/21/2024","04/20/2026","Cycle Inspection / Initial Inspection","40.69082623269","-73.98345224546","302","33","001500","3397861","3001497501","BK38","POINT (-73.98345224546 40.690826232689)"
"50040533","CREAMLINE","Manhattan","75","9 AVENUE","10011","6464102040","American","06/12/2025","Violations were cited in the following area(s).","10H","Single service article not provided. Single service article reused or not protected from contamination when transported, stored, dispensed. Drinking straws not completely enclosed in wrapper or dispensed from a sanitary device.","Not Critical","9","A","06/12/2025","04/20/2026","Cycle Inspection / Initial Inspection","40.74186904023","-74.00471300674","104","03","008300","1012541","1007130001","MN13","POINT (-74.004713006739 40.741869040229)"
"50032715","SUGAR HILL CAFE","Manhattan","410","WEST  145 STREET","10031","2122342024","Coffee/Tea","04/29/2025","Violations were cited in the following area(s).","04L","Evidence of mice or live mice in establishment's food or non-food areas.","Critical","38","C","04/29/2025","04/20/2026","Cycle Inspection / Re-inspection","40.82435800645","-73.94556315011","109","09","022700","1061006","1020500148","MN04","POINT (-73.945563150109 40.824358006449)"
"50139200","BAYA BAR","Staten Island","6833","AMBOY ROAD","10309","7183605005","Juice, Smoothies, Fruit Salads","03/04/2026","Violations were cited in the following area(s).","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Critical","25",,,"04/20/2026","Cycle Inspection / Initial Inspection","40.51904745113","-74.22979081977","503","51","024800","5088643","5080070001","SI11","POINT (-74.229790819766 40.519047451128)"
"50163613","CORNER PIZZA SHOP","Bronx","3399","JEROME AVENUE","10467","3473395952","Pizza","01/28/2025","Violations were cited in the following area(s).","04M","Live roaches in facility's food or non-food area.","Critical","19",,,"04/20/2026","Pre-permit (Operational) / Initial Inspection","40.88051330574","-73.88378330257","207","11","042100","2017697","2033240095","BX43","POINT (-73.883783302571 40.880513305741)"
"50171987","SAWAAN THAI","Manhattan","45","WEST   39 STREET","10018","6466001916","Thai","12/22/2025","Violations were cited in the following area(s).","10F","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","31","N",,"04/20/2026","Pre-permit (Operational) / Initial Inspection","40.75221024968","-73.98376177506","105","04","008400","1016038","1008410014","MN17","POINT (-73.983761775062 40.752210249675)"
"50110925","FULL MOON CAFE","Queens","42-14","GREENPOINT AVENUE","11104","9295220944","Mexican","09/10/2025","Violations were cited in the following area(s).","10B","Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.","Not Critical","12","A","09/10/2025","04/20/2026","Cycle Inspection / Re-inspection","40.74053663848","-73.92277463048","402","26","018502","4002133","4001750012","QN31","POINT (-73.922774630483 40.740536638479)"
"50004097","MITCHELL'S KITCHEN","Brooklyn","261","PATCHEN AVENUE","11233","3473651243","Caribbean","04/08/2022","Establishment re-opened by DOHMH.","08C","Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.","Not Critical","2","P","04/08/2022","04/20/2026","Cycle Inspection / Reopening Inspection","40.6821903814","-73.92591073402","303","41","038100","3047620","3016830002","BK61","POINT (-73.92591073402 40.6821903814)"
"41088457","JOE COFFEE","Manhattan","9","EAST   13 STREET","10003","2129247400","Coffee/Tea","12/14/2023","Violations were cited in the following area(s).","10H","Single service article not provided. Single service article reused or not protected from contamination when transported, stored, dispensed. Drinking straws not completely enclosed in wrapper or dispensed from a sanitary device.","Not Critical","26",,,"04/20/2026","Cycle Inspection / Initial Inspection","40.73505919523","-73.99351216176","102","02","006100","1009403","1005717501","MN23","POINT (-73.993512161764 40.735059195229)"
"40705438","EMILIA'S RESTAURANT","Bronx","2331","ARTHUR AVENUE","10458","7183675915","Italian","03/27/2024","Violations were cited in the following area(s).","04L","Evidence of mice or live mice in establishment's food or non-food areas.","Critical","24","B","03/27/2024","04/20/2026","Cycle Inspection / Re-inspection","40.85412494915","-73.88880362429","206","15","039100","2011903","2030650067","BX06","POINT (-73.888803624285 40.854124949148)"
"41633807","MANHATTAN CENTER / HAMMERSTEIN BALLROOM","Manhattan","311","WEST   34 STREET","10001","2122797740","American","02/21/2018","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","2","A","02/21/2018","04/20/2026","Cycle Inspection / Initial Inspection","40.75245553002","-73.99408795052","104","03","011100","1013560","1007580028","MN13","POINT (-73.994087950516 40.752455530016)"
"50017041","JUST SALAD","Manhattan","151","WEST   34 STREET","10001","3473057457","Salads","02/04/2026","Violations were cited in the following area(s).","02H","After cooking or removal from hot holding, TCS food not cooled by an approved method whereby the internal temperature is reduced from 140 °F to 70 °F or less within 2 hours, and from 70 °F to 41 °F or less within 4 additional hours.","Critical","32",,,"04/20/2026","Cycle Inspection / Initial Inspection","40.75050916477","-73.98947917044","105","03","010900","1015219","1008100001","MN17","POINT (-73.989479170444 40.750509164767)"
"50016112","ANTOJITOS ECUATORIANOS","Brooklyn","3398","FULTON STREET","11208","7182770970","Latin American","02/21/2023","Violations were cited in the following area(s).","04E","Toxic chemical or pesticide improperly stored or used such that food contamination may occur.","Critical","64",,,"04/20/2026","Cycle Inspection / Initial Inspection","40.68420762046","-73.8701730558","305","37","118400","3092908","3041490020","BK83","POINT (-73.870173055804 40.684207620456)"
"50154906","AKURA SUSHI","Manhattan","39","EAST   31 STREET","10016","2126790888","Japanese","09/17/2025","Violations were cited in the following area(s).","10F","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","41",,,"04/20/2026","Pre-permit (Operational) / Initial Inspection","40.74566401026","-73.98387525394","105","04","007400","1016991","1008610031","MN17","POINT (-73.983875253939 40.745664010259)"
"50128561","HARRY BAGELS","Manhattan","520","8 AVENUE","10018","6468283371","Bagels/Pretzels","12/02/2024","Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.","08A","Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.","Not Critical","111",,,"04/20/2026","Cycle Inspection / Re-inspection","40.75360548625","-73.99241670865","105","03","010900","1083624","1007860001","MN17","POINT (-73.992416708652 40.753605486254)"
"50001870","THE DUMPLING COVE","Bronx","1530","EAST  222 STREET","10469","7186533143","Caribbean","05/21/2025","Violations were cited in the following area(s).","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Critical","25","Z","05/21/2025","04/20/2026","Cycle Inspection / Re-inspection","40.87633901684","-73.83672753762","212","12","046202","2061676","2047580069","BX13","POINT (-73.836727537615 40.876339016836)"
"50146737","TROPICAL SMOOTHIE CAFE","Brooklyn","8719","AVENUE D","11236","8455935604","Juice, Smoothies, Fruit Salads","10/11/2024","Violations were cited in the following area(s).","06E","Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.","Critical","57",,,"04/20/2026","Cycle Inspection / Initial Inspection","40.64457251228","-73.91322526948","318","45","096000","3397396","3079200006","BK50","POINT (-73.91322526948 40.644572512282)"
"50002431","DUE AMICI","Queens",,"JFK INTERNATIONAL AIRPORT","11430","6464835087","Italian","11/01/2017","Violations were cited in the following area(s).","10I","Single service item reused, improperly stored, dispensed; not used when required.","Not Critical","6","A","11/01/2017","04/20/2026","Cycle Inspection / Initial Inspection",,,,,,,,,
"50076954","FULTON HALL","Brooklyn","250","ASHLAND PLACE","11217","7183018479","American","10/28/2024","Violations were cited in the following area(s).","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Critical","33",,,"04/20/2026","Cycle Inspection / Initial Inspection","40.68771555148","-73.97833640143","302","35","003300","3424470","3021077501","BK68","POINT (-73.978336401429 40.687715551478)"
"50141618","DIM SUM KING & BAKERY","Brooklyn","2480","86 STREET","11214","7188726086","Chinese","04/29/2025","Violations were cited in the following area(s).","02B","Hot TCS food item not held at or above 140 °F.","Critical","44","C","04/29/2025","04/20/2026","Cycle Inspection / Re-inspection","40.59816844942","-73.98762357764","311","43","030000","3185638","3068660045","BK29","POINT (-73.987623577637 40.598168449423)"
"50149780","Restaurant Mi Shalon","Bronx","2968","JEROME AVENUE","10468","3478375407","Spanish","10/02/2024","Violations were cited in the following area(s).","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Critical","13",,,"04/20/2026","Pre-permit (Operational) / Initial Inspection","40.87305603283","-73.8895022523","207","14","040701","2017610","2033200008","BX28","POINT (-73.889502252301 40.873056032834)"
"50138517","PHO AVENUE","Manhattan","840","2 AVENUE","10017","6462831888","Asian/Asian Fusion","06/25/2025","Violations were cited in the following area(s).","09E","Wash hands sign not posted near or above hand washing sink.","Not Critical","47",,,"04/20/2026","Cycle Inspection / Initial Inspection","40.75155446264","-73.97092740366","106","04","009000","1038763","1013370050","MN19","POINT (-73.970927403658 40.751554462636)"
"50035092","CHIPOTLE MEXICAN GRILL","Bronx","193","WEST  237 STREET","10463","7186016022","Tex-Mex","01/31/2024","Violations were cited in the following area(s).","09C","Design, construction, materials used or maintenance of food contact surface improper. Surface not easily cleanable, sanitized and maintained.","Not Critical","20",,,"04/20/2026","Cycle Inspection / Initial Inspection","40.88424820193","-73.90062961601","208","11","028300","2097299","2032700030","BX29","POINT (-73.900629616014 40.884248201934)"
"50059447","SWICK 2 GO","Queens","35-04","35 STREET","11106","7189866096","Mexican","01/29/2024","Violations were cited in the following area(s).","10E","Accurate thermometer not provided or properly located in refrigerated, cold storage or hot holding equipment","Not Critical","17",,,"04/20/2026","Cycle Inspection / Initial Inspection","40.75635103666","-73.92553194859","401","26","005700","4009585","4006380025","QN70","POINT (-73.925531948592 40.756351036659)"
"50135943","A-JIAO SICHUAN CUISINE","Manhattan","1817","2 AVENUE","10128","2128288996","Chinese","12/13/2023","Violations were cited in the following area(s).","04M","Live roaches in facility's food or non-food area.","Critical","31",,,"04/20/2026","Cycle Inspection / Initial Inspection","40.78303420813","-73.94798030861","108","05","015601","1049222","1015400022","MN32","POINT (-73.947980308606 40.783034208126)"
"41291910","FIVE GUYS FAMOUS BURGERS AND FRIES","Manhattan","43","WEST   55 STREET","10019","2124599600","Hamburgers","03/12/2026","Violations were cited in the following area(s).","19-06","Providing single-use, non-compostable plastic straws to customers without customer request (including providing such straws at a self-serve station)","Not Critical",,,,"04/20/2026","Administrative Miscellaneous / Initial Inspection","40.76227948578","-73.97636273971","105","04","010400","1034820","1012710015","MN17","POINT (-73.976362739705 40.762279485776)"
"50094304","TSUKIMI","Manhattan","228","EAST   10 STREET","10003","6463694464","Japanese","07/26/2023","Violations were cited in the following area(s).","06A","Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required. Jewelry worn on hands or arms. Fingernail polish worn or fingernails not kept clean and trimmed.","Critical","8","A","07/26/2023","04/20/2026","Cycle Inspection / Initial Inspection","40.72912425549","-73.98530444789","103","02","004000","1006415","1004510025","MN22","POINT (-73.985304447885 40.729124255486)"
"50089926","KOLOMAN RESTAURANT & LOBBY BAR (in ACE Hotel New York)","Manhattan","16","WEST   29 STREET","10001","2127908970","American","05/19/2023","Violations were cited in the following area(s).","10F","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","38",,,"04/20/2026","Cycle Inspection / Initial Inspection","40.74569743473","-73.98782703766","105","04","007600","1015739","1008300054","MN17","POINT (-73.987827037663 40.745697434729)"
"41320240","THREE BROTHER'S PIZZERIA","Queens","109-01","GUY R BREWER BOULEVARD","11433","7185262779","Pizza","06/22/2023","Violations were cited in the following area(s).","02B","Hot TCS food item not held at or above 140 °F.","Critical","27",,,"04/20/2026","Cycle Inspection / Initial Inspection","40.6947411007","-73.78990413351","412","27","025800","4216706","4101810063","QN01","POINT (-73.789904133514 40.694741100704)"
"50074803","SAFIR BAKERY & CAFE","Brooklyn","1803","KINGS HIGHWAY","11229","6464724821","Bakery Products/Desserts","04/15/2026","Violations were cited in the following area(s).","10G","Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.","Not Critical","26","Z","04/15/2026","04/20/2026","Cycle Inspection / Re-inspection","40.61000967947","-73.95541245356","315","48","055200","3182498","3067810071","BK44","POINT (-73.955412453557 40.610009679474)"
"41169421","CAFFE BORBONE","Queens","25-07","STEINWAY STREET","11103","7187771023","Coffee/Tea","03/07/2024","Violations were cited in the following area(s).","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Critical","12","A","03/07/2024","04/20/2026","Cycle Inspection / Re-inspection","40.76757574054","-73.9119777368","401","22","014300","4011433","4006840142","QN70","POINT (-73.911977736797 40.76757574054)"
"50014149","HANCO'S","Brooklyn","147","MONTAGUE STREET","11201","6468296887","Southeast Asian","09/04/2025","Violations were cited in the following area(s).","02H","After cooking or removal from hot holding, TCS food not cooled by an approved method whereby the internal temperature is reduced from 140 °F to 70 °F or less within 2 hours, and from 70 °F to 41 °F or less within 4 additional hours.","Critical","33",,,"04/20/2026","Cycle Inspection / Initial Inspection","40.69457385795","-73.99350169185","302","33","000502","3339099","3002430013","BK09","POINT (-73.993501691853 40.694573857947)"
"50038180","LEVANTINE","Brooklyn","361","GRAHAM AVENUE","11211","7185995600","Mediterranean","08/20/2025","Violations were cited in the following area(s).","06C","Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.","Critical","29","C","08/20/2025","04/20/2026","Cycle Inspection / Re-inspection","40.71538795023","-73.94453783853","301","34","049700","3068607","3027540029","BK90","POINT (-73.944537838532 40.715387950229)"
"50044252","OPEN MARKET","Manhattan","15","WILLIAM STREET","10005","2127855555","American","10/24/2025","Violations were cited in the following area(s).","02G","Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.","Critical","45",,,"04/20/2026","Cycle Inspection / Initial Inspection","40.70520136193","-74.00999788735","101","01","000900","1087954","1000257501","MN25","POINT (-74.009997887352 40.705201361926)"
"50137533","EL CASTILLO DE JAGUA RAMIREZ","Brooklyn","679","FLATBUSH AVENUE","11225","9172929311","Spanish","06/02/2025","Violations were cited in the following area(s).","06E","Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.","Critical","22",,,"04/20/2026","Cycle Inspection / Initial Inspection","40.65661782015","-73.96009535172","309","40","079601","3115644","3050450003","BK60","POINT (-73.960095351717 40.65661782015)"
"50070565","CROWN FRIED CHICKEN","Queens","229-07","MERRICK BOULEVARD","11413","7183417254","Chicken","07/15/2024","Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.","04L","Evidence of mice or live mice in establishment's food or non-food areas.","Critical","104",,,"04/20/2026","Cycle Inspection / Initial Inspection","40.67634463858","-73.7411480666","413","31","063200","4279412","4129680121","QN66","POINT (-73.7411480666 40.676344638582)"
"50139327","JAN CHI MA EUL","Queens","41-65","BOWNE STREET","11355","7185145586","Korean","01/09/2026","Violations were cited in the following area(s).","02B","Hot TCS food item not held at or above 140 °F.","Critical","33","C","01/09/2026","04/20/2026","Cycle Inspection / Re-inspection","40.75778372758","-73.82282628932","407","20","085700","4117065","4051830009","QN22","POINT (-73.822826289315 40.757783727578)"
"40846125","ALL AMERICAN DELI","Manhattan","42","WATER STREET","10004","2125095007","Sandwiches","09/23/2022","Violations were cited in the following area(s).","08A","Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.","Not Critical","0","A","09/23/2022","04/20/2026","Cycle Inspection / Re-inspection","40.70342548705","-74.01009139276","101","01","000900","1000857","1000300033","MN25","POINT (-74.010091392761 40.703425487046)"
"50138934","MR C'S  BAKERY","Brooklyn","5101","CHURCH AVENUE","11203","3479636788","Bakery Products/Desserts","12/29/2025","Violations were cited in the following area(s).","04N","Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.","Critical","22",,,"04/20/2026","Cycle Inspection / Initial Inspection","40.65197523212","-73.92925996364","317","41","086800","3102178","3046770042","BK96","POINT (-73.929259963637 40.651975232117)"
"50138808","RUSS & DAUGHTERS 34TH ST.","Manhattan","502","WEST   34 STREET","10001","6467956211","Seafood","02/14/2025","Violations were cited in the following area(s).","09E","Wash hands sign not posted near or above hand washing sink.","Not Critical","6","A","02/14/2025","04/20/2026","Cycle Inspection / Re-inspection","40.7546954052","-73.99945136639","104","03","009900","1090274","1007050039","MN13","POINT (-73.999451366389 40.754695405201)"
"50059635","STREET TACO","Manhattan","358","3 AVENUE","10016","7184969027","Tex-Mex","09/26/2023","Violations were cited in the following area(s).","02G","Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.","Critical","12","A","09/26/2023","04/20/2026","Cycle Inspection / Re-inspection","40.74082192349","-73.98170400663","106","02","006800","1018141","1008820043","MN21","POINT (-73.981704006628 40.740821923492)"
"41216130","GA HWA RESTAURANT","Queens","29-32","UNION STREET","11354","7188863223","Korean","03/31/2022","Violations were cited in the following area(s).","10E","Accurate thermometer not provided in refrigerated or hot holding equipment.","Not Critical","16",,,"04/20/2026","Cycle Inspection / Initial Inspection","40.77143642322","-73.82658069431","407","20","088901","4100731","4043430110","QN22","POINT (-73.826580694308 40.771436423218)"
"50177021","QUEENS BAGEL AND DELICATESSEN","Queens","115-18","QUEENS BOULEVARD","11375","7188982020","American","03/06/2026","Violations were cited in the following area(s).","20-06","Current letter grade or Grade Pending card not posted","Not Critical",,,,"04/20/2026","Administrative Miscellaneous / Compliance Inspection","40.7162964897","-73.83379512406","406","29","076902","4079940","4033420037","QN17","POINT (-73.833795124058 40.716296489697)"
"50107236","VILLAGE CAFE & GRILL","Manhattan","128","EAST    4 STREET","10003","9173882249","American","04/08/2024","Violations were cited in the following area(s).","02G","Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.","Critical","12","A","04/08/2024","04/20/2026","Cycle Inspection / Initial Inspection","40.72535869504","-73.98748441478","103","02","003800","1006176","1004450030","MN22","POINT (-73.987484414782 40.725358695043)"
"41073979","CLOCKWORK","Manhattan","21","ESSEX STREET","10002","2126774545","American","04/07/2026","Violations were cited in the following area(s).","10F","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","11","A","04/07/2026","04/20/2026","Cycle Inspection / Initial Inspection","40.71531308281","-73.98988515673","103","01","001600","1003813","1002970019","MN27","POINT (-73.98988515673 40.715313082809)"
"50158350","MERCER LABS","Manhattan","21","DEY STREET","10007","8034224881","Other","06/10/2025","Violations were cited in the following area(s).","04A","Food Protection Certificate (FPC) not held by manager or supervisor of food operations.","Critical","10","A","06/10/2025","04/20/2026","Pre-permit (Operational) / Re-inspection","40.7109131735","-74.01060833912","101","01","001300","1001070","1000630006","MN25","POINT (-74.010608339118 40.710913173504)"
"50120277","FIESTA MEXICAN RESTAURANT","Brooklyn","2931","FULTON STREET","11207","3473659060","Mexican","04/14/2026","Violations were cited in the following area(s).","06A","Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required. Jewelry worn on hands or arms. Fingernail polish worn or fingernails not kept clean and trimmed.","Critical","38",,,"04/20/2026","Cycle Inspection / Initial Inspection","40.6793146682","-73.88662657156","305","37","117201","3087635","3039380034","BK83","POINT (-73.886626571555 40.679314668203)"
"41025692","IL PICCOLO BUFALO","Manhattan","141","MULBERRY STREET","10013","2122199068","Italian","09/30/2025","Violations were cited in the following area(s).","10G","Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.","Not Critical","57",,,"04/20/2026","Cycle Inspection / Initial Inspection","40.71869780333","-73.99761906673","102","01","004100","1003079","1002360025","MN24","POINT (-73.997619066734 40.718697803329)"
"41640580","EL BUEN SABOR","Queens","45-07","QUEENS BOULEVARD","11104","9173060532","Latin American","11/29/2024","Violations were cited in the following area(s).","10B","Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.","Not Critical","27","B","11/29/2024","04/20/2026","Cycle Inspection / Re-inspection","40.74324343283","-73.91944776659","402","26","018300","4001895","4001600005","QN31","POINT (-73.919447766588 40.743243432829)"
"50062365","H-YARD GOURMET DELI","Manhattan","450","9 AVENUE","10018","2128372896","Sandwiches","12/04/2025","Violations were cited in the following area(s).","02G","Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.","Critical","12","N",,"04/20/2026","Cycle Inspection / Re-inspection","40.75414088585","-73.99573729684","104","03","011100","1082258","1007590001","MN13","POINT (-73.995737296843 40.754140885849)"
"50098797","CHIPOTLE MEXICAN GRILL #3426","Bronx","35","WESTCHESTER SQUARE","10461","6143182482","Tex-Mex","02/09/2026","Violations were cited in the following area(s).","10F","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","9","A","02/09/2026","04/20/2026","Cycle Inspection / Initial Inspection","40.84130894007","-73.84334462225","210","13","020000","2041872","2039840029","BX37","POINT (-73.84334462225 40.841308940071)"
"50145250","Papacarl Restaurant & Bakery, Inc","Brooklyn","3401","CHURCH AVENUE","11203","9175003700","Creole","05/13/2024","Violations were cited in the following area(s).","02B","Hot TCS food item not held at or above 140 °F.","Critical","24",,,"04/20/2026","Pre-permit (Operational) / Initial Inspection","40.65101523139","-73.94556458469","317","40","081600","3108686","3048710040","BK91","POINT (-73.945564584693 40.651015231386)"
